Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
55,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2025-06-13,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,359,Abena Rose,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,107,31,Non,Tchinda Jules,N/A,2025-06-10,Depot Central Douala,CSI Deido 1,2025-06-11,Abena Rose,1,Non,2025-08-03
56,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2025-06-13,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,359,Abena Rose,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,151,12,Non,Tchinda Jules,N/A,2025-06-11,Depot Central Douala,CSI Deido 1,2025-06-12,Abena Rose,6,Non,2025-08-03
57,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2024-03-15,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,416,Tchinda Jules,Relais communautaire,Mobilisateur,Non,0,Polio,Non,1,Glacière,Froid,147,106,Non,Tchinda Jules,2.2,2024-03-14,Depot Central Douala,CSI Deido 1,2024-03-16,Tchinda Jules,16,Non,2024-05-13
58,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2024-03-15,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,416,Tchinda Jules,Relais communautaire,Mobilisateur,Non,0,Polio,Non,2,Thermos,Froid,162,69,Non,Tchinda Jules,8.0,2024-03-13,Depot Central Douala,CSI Deido 1,2024-03-15,Tchinda Jules,50,Non,2024-05-13
59,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2024-03-15,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,416,Tchinda Jules,Relais communautaire,Mobilisateur,Non,0,Polio,Non,3,Kit seringues,Consumable,115,10,Oui,Tchinda Jules,N/A,2024-03-14,Depot Central Douala,CSI Deido 1,2024-03-16,Tchinda Jules,9,Non,2024-05-13
60,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 1,LIT-DEID-01,2024-03-15,3.923978,9.758343,6,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,416,Tchinda Jules,Relais communautaire,Mobilisateur,Non,0,Polio,Non,4,Carnets,Papeterie,157,78,Non,Tchinda Jules,N/A,2024-03-14,Depot Central Douala,CSI Deido 1,2024-03-16,Tchinda Jules,1,Non,2024-05-13
61,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-28,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,981,Nkeng Victor,Infirmier,Vaccinateur,Oui,1,Polio,Oui,1,Glacière,Froid,186,95,Non,Tchinda Jules,4.1,2024-03-26,Depot Central Douala,CSI Deido 2,2024-03-27,Nkeng Victor,50,Non,2024-05-25
62,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-28,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,981,Nkeng Victor,Infirmier,Vaccinateur,Oui,1,Polio,Oui,2,Thermos,Froid,68,12,Oui,Tchinda Jules,3.0,2024-03-25,Depot Central Douala,CSI Deido 2,2024-03-26,Nkeng Victor,4,Non,2024-05-25
63,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-28,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,981,Nkeng Victor,Infirmier,Vaccinateur,Oui,1,Polio,Oui,3,Kit seringues,Consumable,62,20,Oui,Tchinda Jules,N/A,2024-03-26,Depot Central Douala,CSI Deido 2,2024-03-27,Nkeng Victor,15,Non,2024-05-25
64,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-28,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,981,Nkeng Victor,Infirmier,Vaccinateur,Oui,1,Polio,Oui,4,Carnets,Papeterie,113,112,Non,Tchinda Jules,N/A,2024-03-25,Depot Central Douala,CSI Deido 2,2024-03-27,Nkeng Victor,65,Non,2024-05-25
65,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-22,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,322,Abena Rose,Aide-soignant,Enregistreur,Non,0,Polio,Oui,1,Glacière,Froid,97,27,Non,Tchinda Jules,2.3,2024-03-21,Depot Central Douala,CSI Deido 2,2024-03-23,Abena Rose,15,Non,2024-05-11
66,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-22,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,322,Abena Rose,Aide-soignant,Enregistreur,Non,0,Polio,Oui,2,Thermos,Froid,117,15,Non,Tchinda Jules,4.8,2024-03-19,Depot Central Douala,CSI Deido 2,2024-03-20,Abena Rose,0,Oui,2024-05-11
67,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-22,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,322,Abena Rose,Aide-soignant,Enregistreur,Non,0,Polio,Oui,3,Kit seringues,Consumable,85,20,Oui,Tchinda Jules,N/A,2024-03-20,Depot Central Douala,CSI Deido 2,2024-03-22,Abena Rose,4,Non,2024-05-11
68,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-03-22,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,322,Abena Rose,Aide-soignant,Enregistreur,Non,0,Polio,Oui,4,Carnets,Papeterie,198,171,Oui,Tchinda Jules,N/A,2024-03-20,Depot Central Douala,CSI Deido 2,2024-03-21,Abena Rose,75,Non,2024-05-11
69,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-12-16,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,961,Fotsing David,Relais communautaire,Mobilisateur,Non,0,Rubéole,Oui,1,Glacière,Froid,88,72,Oui,Tchinda Jules,4.2,2024-12-15,Depot Central Douala,CSI Deido 2,2024-12-16,Fotsing David,34,Non,2025-02-08
70,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-12-16,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,961,Fotsing David,Relais communautaire,Mobilisateur,Non,0,Rubéole,Oui,2,Thermos,Froid,111,51,Oui,Tchinda Jules,7.6,2024-12-14,Depot Central Douala,CSI Deido 2,2024-12-16,Fotsing David,8,Non,2025-02-08
71,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-12-16,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,961,Fotsing David,Relais communautaire,Mobilisateur,Non,0,Rubéole,Oui,3,Kit seringues,Consumable,142,131,Oui,Tchinda Jules,N/A,2024-12-14,Depot Central Douala,CSI Deido 2,2024-12-15,Fotsing David,1,Non,2025-02-08
72,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,CSI Deido 2,LIT-DEID-02,2024-12-16,3.800054,9.725414,38,Facile,Piéton,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,961,Fotsing David,Relais communautaire,Mobilisateur,Non,0,Rubéole,Oui,4,Carnets,Papeterie,79,76,Non,Tchinda Jules,N/A,2024-12-14,Depot Central Douala,CSI Deido 2,2024-12-16,Fotsing David,46,Non,2025-02-08
73,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-22,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,546,Fonkoua Alice,Médecin,Vaccinateur,Oui,4,Polio,Oui,1,Glacière,Froid,192,86,Oui,Tchinda Jules,2.2,2024-03-20,Depot Central Douala,HD Logbaba,2024-03-22,Fonkoua Alice,80,Non,2024-05-25
74,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-22,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,546,Fonkoua Alice,Médecin,Vaccinateur,Oui,4,Polio,Oui,2,Thermos,Froid,174,161,Oui,Tchinda Jules,7.4,2024-03-20,Depot Central Douala,HD Logbaba,2024-03-22,Fonkoua Alice,151,Non,2024-05-25
75,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-22,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,546,Fonkoua Alice,Médecin,Vaccinateur,Oui,4,Polio,Oui,3,Kit seringues,Consumable,161,49,Oui,Tchinda Jules,N/A,2024-03-19,Depot Central Douala,HD Logbaba,2024-03-21,Fonkoua Alice,22,Non,2024-05-25
76,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-22,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,546,Fonkoua Alice,Médecin,Vaccinateur,Oui,4,Polio,Oui,4,Carnets,Papeterie,184,39,Non,Tchinda Jules,N/A,2024-03-20,Depot Central Douala,HD Logbaba,2024-03-22,Fonkoua Alice,26,Non,2024-05-25
77,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2025-06-27,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,1,Glacière,Froid,128,37,Oui,Tchinda Jules,4.6,2025-06-25,Depot Central Douala,HD Logbaba,2025-06-26,Nguimdo Sandrine,11,Non,2025-08-18
78,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2025-06-27,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,2,Thermos,Froid,75,61,Non,Tchinda Jules,6.4,2025-06-24,Depot Central Douala,HD Logbaba,2025-06-25,Nguimdo Sandrine,5,Non,2025-08-18
79,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2025-06-27,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,89,12,Oui,Tchinda Jules,N/A,2025-06-26,Depot Central Douala,HD Logbaba,2025-06-27,Nguimdo Sandrine,5,Non,2025-08-18
80,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2025-06-27,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,156,11,Oui,Tchinda Jules,N/A,2025-06-25,Depot Central Douala,HD Logbaba,2025-06-27,Nguimdo Sandrine,10,Non,2025-08-18
81,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-09,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,544,Ngassa Paul,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,1,Glacière,Froid,68,19,Oui,Tchinda Jules,6.8,2024-03-07,Depot Central Douala,HD Logbaba,2024-03-09,Ngassa Paul,16,Non,2024-05-03
82,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-09,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,544,Ngassa Paul,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,2,Thermos,Froid,79,35,Non,Tchinda Jules,7.7,2024-03-08,Depot Central Douala,HD Logbaba,2024-03-10,Ngassa Paul,34,Non,2024-05-03
83,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-09,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,544,Ngassa Paul,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,3,Kit seringues,Consumable,168,82,Oui,Tchinda Jules,N/A,2024-03-08,Depot Central Douala,HD Logbaba,2024-03-09,Ngassa Paul,16,Non,2024-05-03
84,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,HD Logbaba,LIT-LOGB-01,2024-03-09,3.97771,9.736204,1,Facile,Voiture,VN 9027 EQ,Non,Essama Claire,Non,Inactif,1,Tchinda Jules,544,Ngassa Paul,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,4,Carnets,Papeterie,87,52,Non,Tchinda Jules,N/A,2024-03-07,Depot Central Douala,HD Logbaba,2024-03-09,Ngassa Paul,48,Non,2024-05-03
85,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2025-06-16,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,725,Nkongho Marie,Médecin,Vaccinateur,Non,0,Rougeole,Oui,1,Glacière,Froid,86,59,Oui,Tchinda Jules,5.2,2025-06-14,Depot Central Douala,CSI Ndokoti,2025-06-15,Nkongho Marie,13,Non,2025-08-19
86,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2025-06-16,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,725,Nkongho Marie,Médecin,Vaccinateur,Non,0,Rougeole,Oui,2,Thermos,Froid,73,10,Non,Tchinda Jules,8.0,2025-06-13,Depot Central Douala,CSI Ndokoti,2025-06-15,Nkongho Marie,9,Non,2025-08-19
87,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2025-06-16,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,725,Nkongho Marie,Médecin,Vaccinateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,78,21,Non,Tchinda Jules,N/A,2025-06-14,Depot Central Douala,CSI Ndokoti,2025-06-15,Nkongho Marie,10,Non,2025-08-19
88,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2025-06-16,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,725,Nkongho Marie,Médecin,Vaccinateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,86,12,Oui,Tchinda Jules,N/A,2025-06-13,Depot Central Douala,CSI Ndokoti,2025-06-15,Nkongho Marie,11,Non,2025-08-19
89,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-12-22,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,189,Mbarga Serge,Aide-soignant,Enregistreur,Oui,1,Rubéole,Non,1,Glacière,Froid,121,43,Non,Tchinda Jules,2.3,2024-12-20,Depot Central Douala,CSI Ndokoti,2024-12-22,Mbarga Serge,25,Non,2025-02-10
90,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-12-22,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,189,Mbarga Serge,Aide-soignant,Enregistreur,Oui,1,Rubéole,Non,2,Thermos,Froid,120,89,Non,Tchinda Jules,5.7,2024-12-20,Depot Central Douala,CSI Ndokoti,2024-12-21,Mbarga Serge,75,Non,2025-02-10
91,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-12-22,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,189,Mbarga Serge,Aide-soignant,Enregistreur,Oui,1,Rubéole,Non,3,Kit seringues,Consumable,101,81,Oui,Tchinda Jules,N/A,2024-12-20,Depot Central Douala,CSI Ndokoti,2024-12-21,Mbarga Serge,61,Non,2025-02-10
92,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-12-22,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,189,Mbarga Serge,Aide-soignant,Enregistreur,Oui,1,Rubéole,Non,4,Carnets,Papeterie,198,110,Non,Tchinda Jules,N/A,2024-12-21,Depot Central Douala,CSI Ndokoti,2024-12-22,Mbarga Serge,74,Non,2025-02-10
93,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-03-03,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,199,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,9,Polio,Non,1,Glacière,Froid,122,14,Oui,Tchinda Jules,6.2,2024-03-01,Depot Central Douala,CSI Ndokoti,2024-03-03,Mballa Joseph,8,Non,2024-05-07
94,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-03-03,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,199,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,9,Polio,Non,2,Thermos,Froid,130,62,Non,Tchinda Jules,6.4,2024-03-02,Depot Central Douala,CSI Ndokoti,2024-03-03,Mballa Joseph,45,Non,2024-05-07
95,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-03-03,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,199,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,9,Polio,Non,3,Kit seringues,Consumable,87,61,Non,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,CSI Ndokoti,2024-03-03,Mballa Joseph,53,Non,2024-05-07
96,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,CSI Ndokoti,LIT-NDOK-01,2024-03-03,4.049893,9.611118,31,Difficile,Voiture,JD 9139 JK,Non,Tanyi Solange,Oui,Actif,1,Tchinda Jules,199,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,9,Polio,Non,4,Carnets,Papeterie,144,141,Oui,Tchinda Jules,N/A,2024-03-01,Depot Central Douala,CSI Ndokoti,2024-03-03,Mballa Joseph,4,Non,2024-05-07
97,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-16,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,856,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,1,Glacière,Froid,109,101,Non,Tchinda Jules,6.2,2025-06-14,Depot Central Douala,CSI Logbaba Nord,2025-06-15,Essama Victor,10,Non,2025-08-07
98,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-16,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,856,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,2,Thermos,Froid,65,36,Oui,Tchinda Jules,5.5,2025-06-14,Depot Central Douala,CSI Logbaba Nord,2025-06-15,Essama Victor,26,Non,2025-08-07
99,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-16,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,856,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,88,59,Oui,Tchinda Jules,N/A,2025-06-15,Depot Central Douala,CSI Logbaba Nord,2025-06-16,Essama Victor,7,Non,2025-08-07
100,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-16,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,856,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,92,10,Oui,Tchinda Jules,N/A,2025-06-13,Depot Central Douala,CSI Logbaba Nord,2025-06-14,Essama Victor,3,Non,2025-08-07
101,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2024-12-19,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,756,Tchinda Jules,Aide-soignant,Enregistreur,Non,0,Rubéole,Oui,1,Glacière,Froid,184,44,Non,Tchinda Jules,2.0,2024-12-18,Depot Central Douala,CSI Logbaba Nord,2024-12-19,Tchinda Jules,24,Non,2025-02-12
102,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2024-12-19,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,756,Tchinda Jules,Aide-soignant,Enregistreur,Non,0,Rubéole,Oui,2,Thermos,Froid,137,113,Oui,Tchinda Jules,4.0,2024-12-16,Depot Central Douala,CSI Logbaba Nord,2024-12-18,Tchinda Jules,57,Non,2025-02-12
103,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2024-12-19,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,756,Tchinda Jules,Aide-soignant,Enregistreur,Non,0,Rubéole,Oui,3,Kit seringues,Consumable,67,24,Non,Tchinda Jules,N/A,2024-12-18,Depot Central Douala,CSI Logbaba Nord,2024-12-20,Tchinda Jules,6,Non,2025-02-12
104,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2024-12-19,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,756,Tchinda Jules,Aide-soignant,Enregistreur,Non,0,Rubéole,Oui,4,Carnets,Papeterie,162,47,Oui,Tchinda Jules,N/A,2024-12-18,Depot Central Douala,CSI Logbaba Nord,2024-12-19,Tchinda Jules,1,Non,2025-02-12
105,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-05,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,569,Mbeumo Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,1,Glacière,Froid,143,16,Oui,Tchinda Jules,3.7,2025-06-03,Depot Central Douala,CSI Logbaba Nord,2025-06-04,Mbeumo Alice,12,Non,2025-08-08
106,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-05,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,569,Mbeumo Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,2,Thermos,Froid,147,51,Non,Tchinda Jules,2.2,2025-06-04,Depot Central Douala,CSI Logbaba Nord,2025-06-06,Mbeumo Alice,45,Non,2025-08-08
107,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-05,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,569,Mbeumo Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,97,62,Oui,Tchinda Jules,N/A,2025-06-02,Depot Central Douala,CSI Logbaba Nord,2025-06-03,Mbeumo Alice,44,Non,2025-08-08
108,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Logbaba Nord,CSI Logbaba Nord,LIT-LOGB-02,2025-06-05,3.851853,9.666995,11,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,569,Mbeumo Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,75,17,Oui,Tchinda Jules,N/A,2025-06-03,Depot Central Douala,CSI Logbaba Nord,2025-06-04,Mbeumo Alice,5,Non,2025-08-08
109,Zone 2,POL-032024-LIT,Littoral,Logbaba,Logbaba Sud,CSI Logbaba Sud,LIT-LOGB-03,2024-03-20,3.922489,9.721783,47,Moyen,Voiture,TY 3779 OI,Non,Nkeng Victor,Oui,Actif,1,Tchinda Jules,981,Nkeng Victor,Médecin,Vaccinateur,Non,0,Polio,Non,1,Glacière,Froid,158,25,Oui,Tchinda Jules,3.0,2024-03-18,Depot Central Douala,CSI Logbaba Sud,2024-03-19,Nkeng Victor,16,Non,2024-05-17
